企业名称,登记状态,注册资本,所属区县,所属行业,江苏省企业地址,,经度,纬度,需求量,,
江苏利步瑞服装有限公司,存续,1188,金坛区,纺织服装、服饰业,江苏省常州市金坛区晨风路88号,,119.595932,31.742802,3.06E-06,,
江苏源源汽车零部件有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区金城镇白塔工业集中区金宜路1号,,119.595932,31.742802,7.74E-06,,
江苏新凯源汽车零部件制造有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区金城镇白塔工业集中区金宜路1号,,119.595932,31.742802,7.74E-06,,
常州汇宸汽车部件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金城镇白塔工业集中区金宜路1号,,119.595932,31.742802,2.58E-06,,
中禾（江苏）集成房屋科技有限公司,在业,1000,金坛区,金属制品业,江苏省常州市金坛区华城中路138号,,119.595932,31.742802,2.58E-06,,
常州市金坛华达市政工程有限公司,存续,2000,金坛区,金属制品业,江苏省常州市金坛区华城中路168号,,119.602036,31.751158,5.16E-06,,
常州法塔铝铸造设备有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华城中路168号,,119.588875,31.732302,2.58E-06,,
常州捷尔泰金属制品有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区华城中路168号,,119.618472,31.791897,2.58E-06,,
常州瑞安普新材料有限公司,存续,14286,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华城中路168号,,119.509082,31.675522,3.68E-05,,
常州市福欧车辆配件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区华城中路168号,,119.607822,31.76008,2.58E-06,,
常州日研精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华城中路168号,,119.607822,31.76008,2.58E-06,,
祥晟塑业（常州）有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华城中路168号,,119.590927,31.733265,2.58E-06,,
常州金坛丹鹤电子有限公司,存续,3190,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区华城中路168号217室,,119.611809,31.76529,8.23E-06,,
常州金仕达汽配科技有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区华城中路168号,,119.611809,31.76529,7.74E-06,,
常州市环球电力机械有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区华城中路168号,,119.606978,31.752947,2.58E-06,,
常州久正汽车内饰科技有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区华城中路168号,,119.606978,31.752947,7.74E-06,,
常州市吉驰汽车配件有限责任公司,存续,2485,金坛区,汽车制造业,江苏省常州市金坛区华城中路168号,,119.600601,31.753384,6.41E-06,,
江苏杰浩现代农业装备有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华城中路168号,,119.608904,31.752946,2.58E-06,,
常州梅香仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区晨风路57-7号,,119.61114,31.75627,2.58E-06,,
江苏鑫浩仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区晨风路57-8号,,119.607719,31.748878,2.58E-06,,
金坛市新绿花木盆景专业合作社,存续,1200,金坛区,医药制造业,江苏省金坛市金城镇东环二路228号,,119.5992,31.735269,3.09E-06,,
江苏鼎荣电缆科技有限公司,存续,2010,金坛区,电气机械和器材制造业,江苏省常州市金坛区柘荡村委工业园4号楼,,119.501163,31.666347,5.18E-06,,
江苏汇洲电梯部件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区指前镇王母观村委上溪圩505号,,119.609379,31.746644,2.58E-06,,
江苏恒昱机械科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区晨风路877号,,119.611626,31.748337,2.58E-06,,
江苏博尔纸制品科技有限公司,存续,1000,金坛区,造纸和纸制品业,江苏省常州市金坛区东村东路88号,,119.600363,31.730626,2.58E-06,,
江苏嵘隆纸制品科技有限公司,存续,1000,金坛区,造纸和纸制品业,江苏省常州市金坛区东村东路88号,,119.59237,31.719918,2.58E-06,,
常州市利泰纺织有限公司,存续,1000,金坛区,纺织业,江苏省常州市金坛区晨风路61号,,119.59237,31.719918,2.58E-06,,
常州金坛恒丰仪器制造有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区思母路6号,,119.526651,31.671113,2.58E-06,,
常州市亚泰工程材料有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区左邻右里49幢108室,,119.611667,31.740208,2.58E-06,,
江苏天鹅动力机械集团有限公司,存续,3000,金坛区,通用设备制造业,江苏省常州市金坛区华城东路1号,,119.611667,31.740208,7.74E-06,,
常州金坛鑫豪特种机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇洮西工业集中区中路1号,,119.527674,31.670177,2.58E-06,,
常州市三洋精密制版有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区汇贤中路58号,,119.52423,31.661022,2.58E-06,,
江苏益昇新能源科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛经济开发区汇贤中路89号,,119.622928,31.753972,2.58E-06,,
江苏瑞禾测控有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区华达名都43幢14号,,119.605974,31.727413,2.58E-06,,
江苏亨泰汽车零部件有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区金坛大道58号,,119.620465,31.748441,7.74E-06,,
江苏凯灵汽车电器有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛经济开发区金胜东路8号,,119.622188,31.750554,2.58E-06,,
常州市金坛晨阳纸箱包装有限公司,存续,1000,金坛区,造纸和纸制品业,江苏省常州市金坛区金胜东路6号,,119.619791,31.745455,2.58E-06,,
江苏三驰机械科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金沙大道698号,,119.622985,31.748589,2.58E-06,,
江苏中谨精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区汇贤南路3号物管楼,,119.62389,31.748251,2.58E-06,,
艾贝思车辆科技（常州）有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区汇贤南路3号物管楼,,119.625801,31.750665,2.58E-06,,
中成（江苏）集成房屋科技有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区汇贤南路2号C幢,,119.625989,31.750339,2.58E-06,,
国发（常州）特种纺织品有限公司,存续,1595,金坛区,纺织业,江苏省江苏省常州市金坛经济开发区金湖路168号,,119.625224,31.748654,4.11E-06,,
常州市金坛佳能服饰有限公司,存续,1580,金坛区,纺织服装、服饰业,江苏省常州市金坛经济开发区晨风东路999号(河头镇中塘村委汤庄),,119.52423,31.661022,4.07E-06,,
常州德博新材料科技有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛经济开发区华丰路2号,,119.625522,31.747375,2.58E-06,,
常州鑫坛电力成套设备有限公司,存续,2800,金坛区,电气机械和器材制造业,江苏省常州市金坛区华丰路6号,,119.628302,31.751498,7.22E-06,,
康诚（江苏）机械制造有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区经济开发区华电路8号,,119.631062,31.755512,2.58E-06,,
常州集友电子科技有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金湖路29号,,119.631062,31.755512,2.58E-06,,
江苏峨嵋动力机械有限公司,存续,2780,金坛区,通用设备制造业,江苏省常州市金坛区金胜东路28号,,119.628302,31.751498,7.17E-06,,
常州市东洋橡塑新材料有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华丰路68号,,119.624144,31.742566,2.58E-06,,
常州金坛金木工程仪器厂,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区华丰路16号,,119.624144,31.742566,2.58E-06,,
常州宇胜土木工程仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛经济开发区华丰路16号,,119.631062,31.755512,2.58E-06,,
常州市合创智能科技有限公司,存续,2000,金坛区,仪器仪表制造业,江苏省常州市金坛区华丰路18号,,119.631062,31.755512,5.16E-06,,
江苏杰瑞尔电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区华兴路16号,,119.631062,31.755512,2.58E-06,,
江苏开开光电科技有限公司,存续,2000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区华丰路36号,,119.631062,31.755512,5.16E-06,,
常州隽男服装有限公司,存续,1000,金坛区,纺织服装、服饰业,江苏省常州市金坛区华丰路36号,,119.631062,31.755512,2.58E-06,,
江苏普苏特服饰有限公司,存续,1000,金坛区,纺织服装、服饰业,江苏省常州市金坛区中兴路58号,,119.630516,31.7537,2.58E-06,,
江苏文天长液压有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区恒泰路9号,,119.631062,31.755512,2.58E-06,,
常州市金坛区华宇电力器材有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金胜东路68号,,119.635242,31.763185,2.58E-06,,
常州市金坛常达金属构件有限公司,存续,3000,金坛区,金属制品业,江苏省常州市金坛经济开发区中兴路38号,,119.635908,31.763173,7.74E-06,,
江苏罗纳尔多仪器制造有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金胜东路88号,,119.626483,31.742725,2.58E-06,,
常州天益遮阳窗饰有限公司,存续,4200,金坛区,金属制品业,江苏省常州市金坛开发区恒泰路8号,,119.629123,31.747367,1.08E-05,,
江苏晶众机电有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛经济开发区华城路288-1号2幢1号,,119.631184,31.750804,2.58E-06,,
江苏恒瑞净化工程设备有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华城路288-1号浚博小微企业园6-3号,,119.631184,31.750804,2.58E-06,,
常州瑞诺车辆部件有限公司,存续,1200,金坛区,汽车制造业,江苏省常州市金坛区恒泰路6号,,119.631184,31.750804,3.09E-06,,
江苏格罗博电气有限公司,存续,32798,金坛区,电气机械和器材制造业,江苏省常州市金坛区恒泰路2号,,119.631184,31.750804,8.46E-05,,
常州市奥亚油泵油嘴有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区恒泰路5号,,119.62883,31.745879,2.58E-06,,
江苏斯克特工业科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区恒泰路10号,,119.630555,31.748977,2.58E-06,,
凯翔汽车装备（常州）有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区晨风路869号,,119.551919,31.773774,2.58E-06,,
常州市鑫愉宝传动部件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区恒泰路1号,,119.556388,31.747531,2.58E-06,,
常州中驰车业科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区洮西集镇西街18号,,119.55664,31.770213,2.58E-06,,
江苏鑫田电子科技有限公司,存续,3000,金坛区,电气机械和器材制造业,江苏省常州市金坛区中兴路79号,,119.55664,31.770213,7.74E-06,,
常州丽芙纺织品有限公司,存续,2000,金坛区,纺织业,江苏省常州市金坛区兴华路291号,,119.553505,31.772129,5.16E-06,,
常州凯度机电有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛区华城路286号,,119.554745,31.772169,5.16E-06,,
常州昊虹汽车配件有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区金胜东路233号,,119.553537,31.771536,5.16E-06,,
常州崴特环境科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区华兴路150号,,119.554587,31.771579,2.58E-06,,
江苏久标全屋定制有限公司,存续,1000,金坛区,家具制造业,江苏省常州市金坛经济开发区中兴路56号,,119.561522,31.782431,2.58E-06,,
常州市赛尔交通器材有限公司,存续,10944,金坛区,汽车制造业,江苏省常州市金坛经济开发区中兴路81号,,119.567756,31.772187,2.82E-05,,
江苏迈高服饰有限公司,存续,1000,金坛区,纺织服装、服饰业,江苏省常州市金坛长荡湖科技创业园科创路101号,,119.55664,31.770213,2.58E-06,,
江苏福亿自动化设备有限公司,存续,2350,金坛区,电气机械和器材制造业,江苏省常州市金坛区华兴路211号,,119.559688,31.771945,6.06E-06,,
常州金坛恒发机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华兴路216号,,119.556019,31.767158,2.58E-06,,
常州金坛万昌刀具制造有限公司,存续,3617864587,金坛区,金属制品业,江苏省常州市金坛经济开发区中兴路56号,,119.556388,31.747531,9.33E+00,,
斐瑞博机械江苏有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛经济开发区中塘桥48号,,119.556472,31.766735,2.58E-06,,
江苏鹏泰塑业科技有限公司,存续,1500,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金城镇西园路1号,,119.557683,31.767097,3.87E-06,,
江苏艾尔发减速机有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区荆元路69号,,119.559509,31.767052,2.58E-06,,
江苏新先制药有限公司,存续,333333,金坛区,医药制造业,江苏省常州市金坛区金城镇盐港路99号,,119.563151,31.768787,8.60E-04,,
常州源通电子科技有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区后关路8号,,119.558038,31.76564,2.58E-06,,
江苏恒远仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城工业园区盐港路98号,,119.56141,31.766763,2.58E-06,,
常州一工新材料科技有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区盐港路51号,,119.567756,31.772187,2.58E-06,,
常州远方卓越汽车部件有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区盐港中路138号,,119.567756,31.772187,5.16E-06,,
江苏正名智能科技有限公司,存续,1500,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇荆元路75号-2,,119.567756,31.772187,3.87E-06,,
常州市金云精密机械配件有限公司,存续,3020,金坛区,通用设备制造业,江苏省常州市金坛区金城镇怒江路18号,,119.567756,31.772187,7.79E-06,,
常州市荣科电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区盐港中路121号,,119.567756,31.772187,2.58E-06,,
协成（江苏）安全护栏有限公司,存续,1276,金坛区,金属制品业,江苏省常州市金坛区金城工业园区红山路31号,,119.567756,31.772187,3.29E-06,,
常州广裕橡塑科技有限公司,存续,3776734061,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金城镇红山路30号,,119.567057,31.770617,9.74E+00,,
常州瑞联新材料有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金城镇红山路29号,,119.567057,31.770617,2.58E-06,,
常州威斯双联科技有限公司,存续,1449511368,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金城镇红山路29号,,119.563703,31.767172,3.74E+00,,
常州满鑫机械科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇白塔路2806号,,119.567756,31.772187,2.58E-06,,
常州市金坛军荣机械有限公司,存续,1980,金坛区,通用设备制造业,江苏省常州市金坛区金城镇红山路23-3号,,119.564335,31.766809,5.11E-06,,
常州市润东纸品有限公司,存续,1000,金坛区,造纸和纸制品业,江苏省常州市金坛区红山路19号,,119.567076,31.769291,2.58E-06,,
江苏宝骏光电材料有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区红山路28号,,119.567076,31.769291,2.58E-06,,
江苏德道汽车科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金城镇盐港中路69号7幢,,119.597897,31.723247,2.58E-06,,
江苏伊思灵双第弹簧有限公司,存续,1800,金坛区,金属制品业,江苏省常州市金坛区金城镇工业集中区西城路127号,,119.561205,31.761331,4.64E-06,,
江苏威龙生物科技有限公司,存续,1000,金坛区,医药制造业,江苏省常州市金坛区红山路9号,,119.560896,31.760784,2.58E-06,,
江苏威龙包装材料有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区红山路9号,,119.560896,31.760784,2.58E-06,,
江苏德林汽车零部件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金城镇盐港中路69号,,119.560896,31.760784,2.58E-06,,
常州大卓纺织发展有限公司,存续,1447797166,金坛区,纺织业,江苏省常州市金坛区金城镇红山路6号,,119.560896,31.760784,3.73E+00,,
江苏芯聚电子新材料有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区西城北路88号,,119.558882,31.759759,2.58E-06,,
江苏聚信电子新材料有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区西城北路88号,,119.564664,31.762046,2.58E-06,,
江苏圣迈亿密封件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区红山路2号,,119.553634,31.758567,2.58E-06,,
常州市宇达机械有限公司,存续,2000,金坛区,通用设备制造业,江苏省常州市金坛区临港路76号,,119.565208,31.760501,5.16E-06,,
常州泽阳新能源有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区临港路76号,,119.558374,31.757854,2.58E-06,,
绿芸加（常州）新材料有限公司,存续,2000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区丹阳门北路99号,,119.560233,31.758071,5.16E-06,,
绿芸加曼尔顿（常州）实业有限公司,存续,2000,金坛区,造纸和纸制品业,江苏省常州市金坛区丹阳门北路99号,,119.562544,31.758353,5.16E-06,,
江苏金濠新能源科技有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常西路308号,,119.55161,31.756008,5.16E-06,,
常州金坛旭东机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区良常路268号-27,,119.57652,31.78766,2.58E-06,,
常州卓邦服装有限公司,存续,10208,金坛区,纺织服装、服饰业,江苏省常州市金坛区西城路121号,,119.57652,31.78766,2.63E-05,,
常州蓝铁精工有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区凤凰城经济工业园25号东侧,,119.54957,31.75582,2.58E-06,,
江苏春宇精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区白塔路2777号,,119.56325,31.757586,2.58E-06,,
江苏正図转印膜科技有限公司,存续,1914,金坛区,橡胶和塑料制品业,江苏省常州市金坛区良常中路249号37号楼,,119.549501,31.755425,4.94E-06,,
常州市晟兴电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常中路269号,,119.552654,31.754788,2.58E-06,,
常州磐云精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇良常中路249号25号楼2号,,119.545757,31.75512,2.58E-06,,
常州金坛赛亚机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区良常中路249号28-1号,,119.555033,31.754544,2.58E-06,,
常州金坛万杰电器有限公司,存续,1020,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常西路8号,,119.552643,31.754273,2.63E-06,,
常州金坛金军动力机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区上元路5号,,119.578113,31.790086,2.58E-06,,
江苏亚太纸业有限公司,存续,1000,金坛区,造纸和纸制品业,江苏省常州市金坛区西环二路88号,,119.597897,31.723247,2.58E-06,,
常州金坛盛泰门窗有限公司,存续,2000,金坛区,金属制品业,江苏省常州市金坛区上元路3号,,119.57414,31.762799,5.16E-06,,
常州晨泰电子有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区西城路111号,,119.5746,31.762782,2.58E-06,,
江苏金鹏汽车座椅有限公司,存续,1200,金坛区,汽车制造业,江苏省常州市金坛区丹凤路15号,,119.57869,31.789366,3.09E-06,,
连泰（常州）服饰有限公司,存续,1914,金坛区,纺织服装、服饰业,江苏省常州市金坛区金城镇丹凤路21号,,119.546488,31.752868,4.94E-06,,
江苏东宝印染有限公司,存续,392581079,金坛区,纺织业,江苏省常州市金坛区城西邮堂庙路13号,,119.57211,31.75795,1.01E+00,,
常州市状科电器有限公司,存续,3500,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇西环二路59号,,119.554532,31.752093,9.03E-06,,
江苏航硕金属制品有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区金城镇丹金路26号,,119.554532,31.752093,2.58E-06,,
海睿斯（江苏）机械科技有限公司,存续,2000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇丹金路26号,,119.5795,31.791782,5.16E-06,,
常州市凯斯特汽车附件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区西城路103号,,119.57211,31.75795,2.58E-06,,
江苏弘盈轩钢结构有限公司,存续,1050,金坛区,金属制品业,江苏省常州市金坛区西环一路8号,,119.545756,31.751959,2.71E-06,,
常州凯格努服饰有限公司,存续,1000,金坛区,纺织服装、服饰业,江苏省常州市金坛区金城工业园丹凤西路8号,,119.57899,31.794227,2.58E-06,,
常州三佳服饰有限公司,存续,107184,金坛区,纺织服装、服饰业,江苏省江苏省常州市金坛区金城镇工业园西环二路9号,,119.574714,31.759161,2.76E-04,,
江苏大力士云石护理材料有限公司,存续,1500,金坛区,橡胶和塑料制品业,江苏省常州市金坛区白塔镇工业集中区丹金路6号,,119.573239,31.756136,3.87E-06,,
常州市金坛成龙橡塑制品有限公司,存续,2198,金坛区,橡胶和塑料制品业,江苏省常州市金坛区白塔集镇南(丹金公路西侧),,119.574863,31.75637,5.67E-06,,
江苏金榆科技集团汽车电子有限公司,存续,1668,金坛区,仪器仪表制造业,江苏省常州市金坛区丹阳门北路张角山8号,,119.558859,31.748994,4.30E-06,,
常州金陵电力器材有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇丹金路88号,,119.549333,31.748295,2.58E-06,,
常州铭光光电科技有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区金城路212号,,119.563,31.749395,2.58E-06,,
常州市金坛区医用塑料厂,存续,2000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金城镇工业集中区丹凤路55号,,119.567756,31.772187,5.16E-06,,
常州勤创汽车配件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金城镇丹金路77号,,119.560772,31.746572,2.58E-06,,
江苏成鹏汽车内饰科技有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区金城镇金城路216号,,119.524724,31.715761,5.16E-06,,
江苏普雷特塑料包装有限公司,存续,1858,金坛区,橡胶和塑料制品业,江苏省常州市金坛区丹凤路55号,,119.524724,31.715761,4.79E-06,,
江苏奥轩光电科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇金城路215号,,119.524724,31.715761,2.58E-06,,
江苏久力机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇白塔路1188号,,119.545294,31.699852,2.58E-06,,
常州金坛羊力机械厂,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇白塔路1188号,,119.545294,31.699852,2.58E-06,,
常州市金坛友邦药用包装有限公司,存续,1000,金坛区,造纸和纸制品业,江苏省常州市金坛区金城南路518号,,119.503663,31.737164,2.58E-06,,
江苏新春兰科学仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区丹阳门北路9-G号,,119.484982,31.698862,2.58E-06,,
常州金坛宝华不锈钢制品有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区金阳东路85号,,119.597897,31.723247,2.58E-06,,
常州为高科技有限公司,存续,3190,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区常溧路6号,,119.520164,31.74696,8.23E-06,,
常州金坛志强机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区北环西路130号,,119.597897,31.723247,2.58E-06,,
江苏耀通科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇西坝头路69号,,119.509082,31.675522,2.58E-06,,
常州天坛燃气设备有限公司,存续,1200,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇白龙荡村委青龙村1号,,119.556388,31.747531,3.09E-06,,
江苏天坛实业有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇白龙荡村委青龙村1号,,119.556388,31.747531,5.16E-06,,
江苏凌云药业股份有限公司,存续,3817,金坛区,医药制造业,江苏省江苏省常州市金坛区金城镇白龙荡工业园B区4号,,119.558317,31.734628,9.84E-06,,
江苏铭鼎新材料科技有限公司,在业,1258,金坛区,橡胶和塑料制品业,江苏省常州市金坛区三星路1038号,,119.559712,31.734168,3.24E-06,,
江苏华兴电子有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区金沙大道1358号,,119.556388,31.747531,2.58E-06,,
江苏常富门窗科技有限公司,存续,2000,金坛区,金属制品业,江苏省常州市金坛区金沙大道1318号,,119.55161,31.756008,5.16E-06,,
江苏天驰轴承有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区西岗集镇(港城北路),,119.464741,31.737637,2.58E-06,,
常州博海照明电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区朱林镇西岗村港城路31号,,119.569841,31.722353,2.58E-06,,
常州金坛金源电子有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇后阳街1号,,119.569841,31.722353,2.58E-06,,
江苏汇洲电梯部件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区指前镇王母观村委上溪圩505号,,119.527674,31.670177,2.58E-06,,
江苏鑫田柴油机有限公司,存续,1010,金坛区,通用设备制造业,江苏省常州市金坛区金城镇后阳集镇兴阳北路,,119.570903,31.724669,2.60E-06,,
常州金坛鑫豪特种机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇洮西工业集中区中路1号,,119.464741,31.737637,2.58E-06,,
江苏联鸣纸品有限公司,存续,1000,金坛区,造纸和纸制品业,江苏省常州市金坛区金城镇马家路166号,,119.545756,31.751959,2.58E-06,,
常州金坛金云不锈钢制品有限公司,存续,2008,金坛区,金属制品业,江苏省常州市金坛区马家村166号,,119.464741,31.737637,5.18E-06,,
江苏三驰机械科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金沙大道698号,,119.54646,31.752004,2.58E-06,,
江苏德尔福汽车内装饰有限公司,存续,1180,金坛区,汽车制造业,江苏省常州市金坛区金城镇花桥村委马家村118号,,119.59237,31.719918,3.04E-06,,
江苏耀通科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇西坝头路69号,,119.545115,31.752945,2.58E-06,,
江苏佳和电光源科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区东下丘118号,,119.545757,31.75512,2.58E-06,,
常州金坛宝华不锈钢制品有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区金阳东路85号,,119.556388,31.747531,2.58E-06,,
常州为高科技有限公司,存续,3190,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区常溧路6号,,119.558859,31.748994,8.23E-06,,
常州市金坛友邦药用包装有限公司,存续,1000,金坛区,造纸和纸制品业,江苏省常州市金坛区金城南路518号,,119.469098,31.738249,2.58E-06,,
常州市金坛区腾龙钢木家具有限公司,存续,1100,金坛区,家具制造业,江苏省常州市金坛区南环二路122号,,119.52423,31.661022,2.84E-06,,
常州市旺达变压器有限公司,存续,1520,金坛区,电气机械和器材制造业,江苏省常州市金坛区朱林镇工业集中区168号,,119.54957,31.75582,3.92E-06,,
常州成业服饰有限公司,存续,30910459,金坛区,纺织服装、服饰业,江苏省常州市金坛区朱林镇长兴工业园,,119.552654,31.754788,7.97E-02,,
江苏奥轩光电科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇金城路215号,,119.55161,31.756008,2.58E-06,,
